element_id,x_demo_m,y_demo_m,z_demo_m,layer_id,layer_name,log10_K_demo,K_demo_m_per_s
1131,77.073,781.851,377.004,2,middle,-7.29845,5.02979170134105e-08
1132,-27.436,592.965,303.131,2,middle,-7.50489,3.126871254418586e-08
1133,603.647,415.801,331.341,2,middle,-7.65368,2.2198314496165535e-08
1134,543.307,453.514,280.543,2,middle,-7.83733,1.4543535655834516e-08
1135,288.554,500.051,291.753,2,middle,-7.75678,1.7507333307763422e-08
1136,529.562,833.288,318.644,2,middle,-7.43275,3.6919006029521226e-08
1137,292.593,243.593,383.667,2,middle,-7.74285,1.8077984096451357e-08
1138,546.768,548.052,361.353,2,middle,-7.84592,1.4258702244141176e-08
1139,92.335,890.637,311.16,2,middle,-7.26099,5.4828958960986335e-08
1140,348.215,601.245,327.349,2,middle,-7.71256,1.9383848196931234e-08
1141,71.477,571.449,348.799,2,middle,-7.53302,2.9307582757362217e-08
1142,429.449,737.725,408.027,2,middle,-7.67861,2.0959938305977428e-08
1143,-47.575,836.891,339.174,2,middle,-7.31485,4.843396236779467e-08
1144,113.302,76.506,372.297,2,middle,-7.23324,5.844670064790926e-08
1145,607.324,649.398,368.519,2,middle,-7.59921,2.5164598173189113e-08
1146,370.502,396.575,359.679,2,middle,-7.69333,2.0261425637803443e-08
1147,218.713,187.14,375.347,2,middle,-7.57107,2.6849116541520116e-08
1148,537.797,226.509,331.053,2,middle,-7.63736,2.3048358476056942e-08
1149,272.911,319.991,347.713,2,middle,-7.54843,2.8285899891470784e-08
1150,203.038,898.868,411.613,2,middle,-7.27039,5.36549753892266e-08
1151,295.26,639.687,303.741,2,middle,-7.68605,2.0603926881400158e-08
1152,512.804,781.794,380.82,2,middle,-7.56553,2.7193806314516022e-08
1153,-8.223,606.002,291.194,2,middle,-7.51522,3.0533739776344183e-08
1154,477.601,63.723,309.375,2,middle,-7.46451,3.431547382756499e-08
1155,392.58,116.723,345.268,2,middle,-7.55754,2.769873912599674e-08
1156,458.631,747.969,311.845,2,middle,-7.53131,2.942320651507936e-08
1157,40.233,743.866,365.513,2,middle,-7.291,5.116818355403073e-08
1158,334.846,112.467,333.996,2,middle,-7.56953,2.6944491999649108e-08
1159,323.438,236.193,318.691,2,middle,-7.43225,3.696153508298067e-08
1160,-126.293,871.209,308.619,2,middle,-7.17424,6.695145197697326e-08
1161,232.213,85.894,288.359,2,middle,-7.43166,3.701178238338549e-08
1162,473.158,700.368,394.535,2,middle,-7.67485,2.1142191391666757e-08
1163,373.725,44.918,290.374,2,middle,-7.52263,3.001718763693503e-08
1164,147.456,238.324,309.912,2,middle,-7.38312,4.1388529828459116e-08
1165,-84.463,484.517,275.658,2,middle,-7.4188,3.8124135110429907e-08
1166,52.308,442.278,324.1,2,middle,-7.36619,4.3033830009724526e-08
1167,259.999,519.401,322.883,2,middle,-7.6202,2.397728469963821e-08
1168,59.039,187.377,294.275,2,middle,-7.26025,5.4922462373442594e-08
1169,140.583,451.057,347.168,2,middle,-7.5354,2.914741201472475e-08
1170,428.476,243.332,383.082,2,middle,-7.71396,1.9321462660695304e-08
1171,-14.01,665.877,269.846,2,middle,-7.44056,3.6261018633561105e-08
1172,-47.745,809.846,306.496,2,middle,-7.25591,5.547406614289342e-08
1173,227.153,314.238,307.948,2,middle,-7.66697,2.1529304487546395e-08
1174,-147.915,461.164,283.393,2,middle,-7.56429,2.7271561170511676e-08
1175,268.89,322.071,334.697,2,middle,-7.63955,2.293242595938034e-08
1176,249.201,783.798,331.321,2,middle,-7.43887,3.6402398532645543e-08
1177,-180.384,434.547,271.015,2,middle,-7.62967,2.3460107617300778e-08
1178,-178.059,494.258,268.593,2,middle,-7.42198,3.784600130434751e-08
1179,171.388,553.082,266.795,2,middle,-7.44901,3.55623129949533e-08
1180,173.523,531.397,325.67,2,middle,-7.39989,3.982080176444499e-08
1181,343.78,891.232,326.6,2,middle,-7.50028,3.1602395215051975e-08
1182,-5.907,824.87,319.792,2,middle,-7.26401,5.4449011534984984e-08
1183,302.657,670.754,300.861,2,middle,-7.62763,2.35705653832983e-08
1184,598.974,478.237,299.997,2,middle,-7.6504,2.2366601494661748e-08
1185,393.022,558.021,346.496,2,middle,-7.80847,1.5542826531053993e-08
1186,591.921,560.134,348.373,2,middle,-7.67574,2.1098909047772585e-08
1187,561.767,180.073,296.695,2,middle,-7.50697,3.1119312942798336e-08
1188,308.081,805.842,379.788,2,middle,-7.60698,2.471837974740542e-08
1189,513.212,774.522,307.615,2,middle,-7.51414,3.06097653237884e-08
1190,511.62,422.563,292.765,2,middle,-7.81289,1.5385442801597945e-08
1191,-142.528,174.568,220.367,2,middle,-7.56824,2.7024645142997096e-08
1192,-6.708,367.389,299.25,2,middle,-7.41403,3.854517306838445e-08
1193,139.22,839.373,368.171,2,middle,-7.30853,4.914394315934589e-08
1194,585.241,669.99,348.988,2,middle,-7.53092,2.9449640662660215e-08
1195,339.364,371.933,281.846,2,middle,-7.87029,1.3480624137399131e-08
1196,-115.71,292.085,321.064,2,middle,-7.42618,3.7481762114360275e-08
1197,137.775,803.49,395.996,2,middle,-7.3476,4.491588901059318e-08
1198,461.482,374.858,360.012,2,middle,-7.74802,1.7864053059532017e-08
1199,423.293,297.225,380.493,2,middle,-7.64502,2.264540019269935e-08
1200,271.289,700.292,322.388,2,middle,-7.61015,2.4538612356590774e-08
1201,461.306,552.993,280.106,2,middle,-7.75359,1.7636402427477903e-08
1202,24.576,712.258,306.786,2,middle,-7.37403,4.226394183604906e-08
1203,401.426,347.791,315.823,2,middle,-7.69806,2.0041951184492203e-08
1204,-166.421,419.423,259.58,2,middle,-7.72385,1.8886435508314806e-08
1205,155.461,596.67,358.506,2,middle,-7.33017,4.675520871230023e-08
1206,59.538,879.476,352.238,2,middle,-7.06257,8.658247576500924e-08
1207,421.936,271.491,327.515,2,middle,-7.75229,1.768927363181095e-08
1208,-73.087,695.053,263.492,2,middle,-7.36761,4.2893353332347554e-08
1209,10.526,404.79,252.303,2,middle,-7.41541,3.842288757002365e-08
1210,207.745,429.082,321.328,2,middle,-7.55084,2.8129369637996557e-08
1211,170.317,579.446,349.699,2,middle,-7.38423,4.128288121889592e-08
1212,-149.563,129.532,234.97,2,middle,-7.37999,4.16878982353127e-08
1213,-25.367,594.238,273.418,2,middle,-7.38317,4.1383765072155616e-08
1214,77.103,538.376,347.125,2,middle,-7.51819,3.0325641738963274e-08
1215,359.791,156.02,333.754,2,middle,-7.61024,2.4533527681592965e-08
1216,-43.417,501.772,235.078,2,middle,-7.468,3.404081897010009e-08
1217,512.886,400.254,272.797,2,middle,-7.70424,1.975877428131548e-08
1218,397.284,781.81,308.424,2,middle,-7.57343,2.670361143807779e-08
1219,-107.296,216.703,222.912,2,middle,-7.27693,5.285304339510122e-08
1220,85.375,407.509,289.343,2,middle,-7.30314,4.975766593589857e-08
1221,67.615,162.78,342.172,2,middle,-7.24158,5.73350241800278e-08
1222,340.77,46.897,313.92,2,middle,-7.58175,2.6196905893854562e-08
1223,262.536,685.132,359.432,2,middle,-7.61322,2.436576212394556e-08
1224,625.375,640.936,346.031,2,middle,-7.5336,2.926846862378789e-08
1225,309.574,266.017,368.621,2,middle,-7.58402,2.606033534956081e-08
1226,442.542,278.019,303.102,2,middle,-7.79761,1.5936391857079728e-08
1227,398.053,535.606,381.769,2,middle,-7.89945,1.2605207523554945e-08
1228,274.252,207.614,321.995,2,middle,-7.45467,3.5101849512818026e-08
1229,317.533,300.244,364.37,2,middle,-7.60978,2.4559527094464583e-08
1230,242.479,470.246,279.569,2,middle,-7.69313,2.0270758517940834e-08
1231,-116.073,141.096,315.249,2,middle,-7.41377,3.8568255897855967e-08
1232,266.513,352.452,312.923,2,middle,-7.689,2.046444636724674e-08
1233,-57.328,451.75,256.503,2,middle,-7.47522,3.3479579911471284e-08
1234,411.559,699.368,345.573,2,middle,-7.71815,1.91359487861276e-08
1235,167.281,148.73,346.522,2,middle,-7.4643,3.433207084260957e-08
1236,55.545,360.199,307.72,2,middle,-7.48268,3.2909402700322946e-08
1237,-29.426,432.164,322.753,2,middle,-7.49625,3.1897011869148585e-08
1238,293.846,166.588,372.745,2,middle,-7.54726,2.8362205538939667e-08
1239,238.559,139.575,323.066,2,middle,-7.32797,4.699265688614332e-08
1240,87.781,480.883,341.685,2,middle,-7.64045,2.288495169151974e-08
1241,517.978,59.553,306.181,2,middle,-7.43467,3.675614871425836e-08
1242,-181.355,745.954,300.997,2,middle,-7.44179,3.6158466205977066e-08
1243,169.965,749.955,329.083,2,middle,-7.37998,4.168885814569443e-08
1244,383.893,273.827,295.776,2,middle,-7.77111,1.6939087055253393e-08
1245,579.949,377.316,362.364,2,middle,-7.67962,2.0911250280715233e-08
1246,-145.536,236.967,224.325,2,middle,-7.43588,3.6653883908101506e-08
1247,-183.046,679.647,292.026,2,middle,-7.52384,2.99336723073251e-08
1248,230.282,551.248,381.829,2,middle,-7.58391,2.6066936860921648e-08
1249,182.575,285.607,337.483,2,middle,-7.39907,3.989605923296237e-08
1250,251.61,823.874,384.128,2,middle,-7.58614,2.593343232272374e-08
1251,295.091,449.807,375.572,2,middle,-7.62631,2.364231503332832e-08
1252,512.542,185.086,287.543,2,middle,-7.60003,2.5117129225348603e-08
1253,93.469,176.184,306.448,2,middle,-7.35437,4.422114669051901e-08
1254,234.705,704.929,352.669,2,middle,-7.54091,2.877994767448086e-08
1255,-137.012,477.06,291.9,2,middle,-7.57505,2.6604187501387867e-08
1256,467.732,625.653,325.871,2,middle,-7.73764,1.829616212654139e-08
1257,465.764,394.882,333.007,2,middle,-7.84818,1.4184694934309708e-08
1258,152.38,720.951,380.113,2,middle,-7.40993,3.89107856716708e-08
1259,-107.377,858.935,268.565,2,middle,-7.26434,5.440765400064456e-08
1260,-50.921,236.374,329.084,2,middle,-7.39769,4.002303327875855e-08
1261,80.698,670.249,345.467,2,middle,-7.26653,5.413398521588839e-08
1262,26.667,200.399,288.031,2,middle,-7.44575,3.5830263332446686e-08
1263,355.046,330.414,348.77,2,middle,-7.87354,1.338011974021617e-08
1264,568.275,695.997,329.808,2,middle,-7.5463,2.8424969018155316e-08
1265,592.043,509.776,280.531,2,middle,-7.59477,2.5423187472969538e-08
1266,441.674,647.971,338.037,2,middle,-7.70013,1.9946651503855895e-08
1267,199.992,904.815,380.169,2,middle,-7.53575,2.912393143880825e-08
1268,322.399,112.584,352.098,2,middle,-7.56276,2.736780709403289e-08
1269,-17.089,518.171,317.769,2,middle,-7.46926,3.3942200925715854e-08
1270,281.921,502.798,345.399,2,middle,-7.72888,1.8668954618542652e-08
1271,333.104,622.955,297.793,2,middle,-7.67297,2.1233911355974958e-08
1272,-10.161,630.948,325.666,2,middle,-7.30825,4.9175637646403813e-08
1273,507.11,233.712,323.066,2,middle,-7.70408,1.9766055023854033e-08
1274,101.756,255.97,315.665,2,middle,-7.31081,4.888661872045965e-08
1275,-93.025,768.759,267.468,2,middle,-7.26841,5.390015325207241e-08
1276,-125.104,301.419,249.667,2,middle,-7.60251,2.4974108834813756e-08
1277,-30.099,839.047,275.888,2,middle,-7.2051,6.235912317626269e-08
1278,338.146,375.578,275.696,2,middle,-7.8508,1.4099379493587247e-08
1279,581.936,775.531,311.946,2,middle,-7.51767,3.0361973718279815e-08
1280,146.487,694.026,322.854,2,middle,-7.50508,3.125503575057969e-08
1281,-149.232,210.82,322.14,2,middle,-7.43741,3.6524981110180817e-08
1282,494.421,614.546,317.66,2,middle,-7.82194,1.50681522602388e-08
1283,302.734,549.013,342.524,2,middle,-7.92126,1.1987814112659822e-08
1284,175.803,78.04,313.826,2,middle,-7.34409,4.528037344584251e-08
1285,-25.94,854.999,280.219,2,middle,-7.36375,4.327628776844835e-08
1286,492.753,342.885,349.52,2,middle,-7.75026,1.7772151223386087e-08
1287,509.208,321.265,292.722,2,middle,-7.73545,1.838865648909205e-08
1288,306.505,489.554,382.324,2,middle,-7.75175,1.771128208278094e-08
1289,-150.388,361.23,298.353,2,middle,-7.60669,2.473489094955835e-08
1290,4.023,910.643,286.302,2,middle,-7.26122,5.4799929529558826e-08
1291,357.098,132.612,318.539,2,middle,-7.67617,2.1078029111827352e-08
1292,35.558,479.898,279.271,2,middle,-7.39458,4.0310668460847786e-08
1293,477.302,859.03,360.05,2,middle,-7.47304,3.364805769418363e-08
1294,216.637,469.202,348.459,2,middle,-7.59758,2.5259223751777087e-08
1295,444.373,73.555,288.525,2,middle,-7.47683,3.335569545680742e-08
1296,-72.834,292.422,233.868,2,middle,-7.47004,3.388129488762612e-08
1297,491.724,782.894,403.109,2,middle,-7.64772,2.2505050924576254e-08
1298,192.519,245.208,269.411,2,middle,-7.53291,2.9315006849874316e-08
1299,41.521,81.661,329.165,2,middle,-7.23512,5.819423989268199e-08
1300,-98.947,102.628,265.184,2,middle,-7.25975,5.498573060814352e-08
1301,-40.445,861.111,304.861,2,middle,-7.17183,6.732401374722591e-08
1302,230.309,470.167,374.526,2,middle,-7.62581,2.366954992906608e-08
1303,281.059,556.748,282.855,2,middle,-7.88821,1.293570193555059e-08
1304,398.129,199.272,291.671,2,middle,-7.75832,1.7445362574195034e-08
1305,93.079,577.813,360.137,2,middle,-7.41205,3.8721306280400236e-08
1306,-79.033,102.18,312.695,2,middle,-7.25328,5.581102517405324e-08
1307,125.756,760.394,293.295,2,middle,-7.45587,3.500499339160742e-08
1308,370.995,340.564,349.761,2,middle,-7.73939,1.8222585642397725e-08
1309,559.386,644.375,283.34,2,middle,-7.65162,2.2303858439485986e-08
1310,561.422,513.274,353.906,2,middle,-7.70352,1.9791558756425705e-08
1311,-63.765,573.792,256.275,2,middle,-7.48424,3.279140310428521e-08
1312,418.138,350.471,301.35,2,middle,-7.90769,1.2368299693668705e-08
1313,123.308,180.166,272.048,2,middle,-7.25868,5.512136960719114e-08
1314,518.019,539.998,324.766,2,middle,-7.85376,1.4003609768587794e-08
1315,-106.532,730.524,321.291,2,middle,-7.40906,3.8988811792141144e-08
1316,-113.642,531.979,300.963,2,middle,-7.32608,4.7197609204641375e-08
1317,369.752,385.168,366.814,2,middle,-7.87526,1.3327233289797949e-08
1318,501.07,595.969,328.686,2,middle,-7.92384,1.1916809586544761e-08
1319,202.46,213.656,374.803,2,middle,-7.58546,2.597406960407296e-08
1320,168.286,60.012,307.284,2,middle,-7.29694,5.047310239147898e-08
1321,-15.643,609.553,331.246,2,middle,-7.41382,3.856381581889771e-08
1322,63.099,503.953,264.022,2,middle,-7.53075,2.9461170670772342e-08
1323,439.31,859.289,329.816,2,middle,-7.74818,1.785747291135051e-08
1324,37.267,297.268,309.527,2,middle,-7.42153,3.788523626504495e-08
1325,-29.142,75.915,254.242,2,middle,-7.24373,5.7051885246377353e-08
1326,587.842,213.977,322.943,2,middle,-7.54887,2.82572568993346e-08
1327,203.544,882.859,321.761,2,middle,-7.50126,3.1531163753320863e-08
1328,-15.526,71.348,329.082,2,middle,-7.36676,4.297738629664515e-08
1329,-124.327,128.987,305.919,2,middle,-7.36384,4.3267320437483725e-08
1330,551.644,90.759,301.355,2,middle,-7.59192,2.5590572392552552e-08
1331,-186.643,237.766,210.099,2,middle,-7.65327,2.2219280929692635e-08
1332,378.835,470.063,379.509,2,middle,-7.91525,1.2154861091718043e-08
1333,-63.898,559.053,314.237,2,middle,-7.50884,3.098560640887396e-08
1334,552.898,103.598,310.1,2,middle,-7.55662,2.775747772682087e-08
1335,317.8,781.3,325.73,2,middle,-7.76294,1.7260763417775316e-08
1336,79.553,529.074,255.093,2,middle,-7.5275,2.968246743463243e-08
1337,125.902,202.331,316.856,2,middle,-7.34176,4.5523956533104786e-08
1338,361.574,460.237,346.266,2,middle,-7.80193,1.5778655710865206e-08
1339,231.742,352.398,345.757,2,middle,-7.48795,3.25124726598236e-08
1340,-16.367,101.346,272.632,2,middle,-7.31483,4.843619288554872e-08
1341,495.768,426.237,347.38,2,middle,-7.83691,1.455760730491161e-08
1342,508.821,276.273,299.048,2,middle,-7.74142,1.8137607521779122e-08
1343,107.979,65.472,299.271,2,middle,-7.26956,5.375761591006867e-08
1344,321.391,889.472,415.396,2,middle,-7.55034,2.8161773421136226e-08
1345,-143.396,877.802,261.076,2,middle,-7.42647,3.745674203432103e-08
1346,-11.613,844.923,288.258,2,middle,-7.12453,7.507061953819792e-08
1347,46.438,603.732,288.728,2,middle,-7.50766,3.106991034061568e-08
1348,156.149,355.515,366.324,2,middle,-7.58554,2.596928544428593e-08
1349,229.885,794.651,365.274,2,middle,-7.46305,3.443102882945188e-08
1350,543.369,192.591,325.063,2,middle,-7.595,2.5409727055493065e-08
1351,298.369,199.165,292.201,2,middle,-7.44385,3.598736096344004e-08
1352,270.813,751.485,314.058,2,middle,-7.58258,2.614688760305286e-08
1353,-4.522,511.33,317.031,2,middle,-7.51654,3.044107604438849e-08
1354,416.301,301.231,354.798,2,middle,-7.66737,2.1509484394207588e-08
1355,232.136,600.531,299.213,2,middle,-7.66225,2.1764565425816162e-08
1356,-31.707,285.296,236.954,2,middle,-7.4045,3.9400342764474583e-08
1357,485.575,185.915,347.304,2,middle,-7.57865,2.6384568742532053e-08
1358,620.865,586.076,340.431,2,middle,-7.48508,3.27280402047835e-08
1359,223.58,850.23,356.987,2,middle,-7.3548,4.4177384488964786e-08
1360,-138.789,45.492,311.814,2,middle,-7.31556,4.835484549992739e-08
1361,609.527,726.069,307.214,2,middle,-7.52145,3.009885674820658e-08
1362,470.181,550.907,371.263,2,middle,-7.82428,1.498718264576511e-08
1363,19.224,172.236,245.831,2,middle,-7.32082,4.777272340003634e-08
1364,22.3,653.753,323.491,2,middle,-7.442,3.6140986263961315e-08
1365,273.431,734.504,312.623,2,middle,-7.63221,2.332330008026919e-08
1366,501.054,830.251,321.222,2,middle,-7.64846,2.246673692757e-08
1367,-23.446,76.157,349.173,2,middle,-7.25099,5.610608947882635e-08
1368,39.018,614.205,273.927,2,middle,-7.38889,4.084228203457846e-08
1369,91.547,473.628,345.138,2,middle,-7.51211,3.075317786189023e-08
1370,341.36,440.55,377.306,2,middle,-7.8241,1.499339560060563e-08
1371,482.268,128.567,285.428,2,middle,-7.61668,2.4172412676154438e-08
1372,-176.132,533.281,208.588,2,middle,-7.52451,2.98875282758999e-08
1373,269.361,392.962,345.596,2,middle,-7.81726,1.5231406189599084e-08
1374,557.307,504.254,303.76,2,middle,-7.75734,1.748477306618673e-08
1375,512.244,320.923,378.342,2,middle,-7.73849,1.826038794687978e-08
1376,587.187,849.441,348.759,2,middle,-7.51489,3.055694974954624e-08
1377,429.05,764.988,395.944,2,middle,-7.59911,2.517039320320351e-08
1378,58.16,581.807,343.559,2,middle,-7.44706,3.5722348249470015e-08
1379,330.513,85.899,370.784,2,middle,-7.57009,2.6909770878048945e-08
1380,493.906,187.177,372.319,2,middle,-7.65133,2.231875680739072e-08
1381,341.892,182.298,297.586,2,middle,-7.81025,1.5479253049632488e-08
1382,595.8,202.862,325.299,2,middle,-7.55868,2.7626126747174545e-08
1383,-167.295,716.788,252.915,2,middle,-7.54403,2.8573931548309708e-08
1384,583.596,565.345,297.509,2,middle,-7.63208,2.333028263008246e-08
1385,490.917,363.923,362.348,2,middle,-7.67455,2.1156800945466452e-08
1386,603.269,211.3,307.8,2,middle,-7.47634,3.339335081574789e-08
1387,41.664,367.07,271.433,2,middle,-7.44754,3.5682888261530396e-08
1388,173.049,903.696,330.786,2,middle,-7.29721,5.044173311804207e-08
1389,268.446,753.735,375.478,2,middle,-7.49814,3.1758501324951316e-08
1390,509.481,912.661,419.245,2,middle,-7.46157,3.4548563938405346e-08
1391,305.951,472.197,275.146,2,middle,-7.69724,2.0079828536114e-08
1392,112.098,290.621,310.597,2,middle,-7.46994,3.388909724232487e-08
1393,413.812,622.753,377.241,2,middle,-7.67892,2.094498241151854e-08
1394,404.919,759.343,333.021,2,middle,-7.61327,2.4362957073388054e-08
1395,257.255,447.956,309.771,2,middle,-7.65889,2.1933604088890148e-08
1396,-128.188,826.735,317.87,2,middle,-7.33913,4.58004768849471e-08
1397,381.444,504.281,298.223,2,middle,-7.88414,1.305749896245133e-08
1398,566.09,277.91,282.122,2,middle,-7.71783,1.915005387012728e-08
1399,-102.146,179.949,314.917,2,middle,-7.31204,4.8748358913783547e-08
1400,604.062,514.581,293.015,2,middle,-7.70104,1.990489999640191e-08
1401,59.697,828.786,343.37,2,middle,-7.18769,6.49097594984231e-08
1402,433.577,189.808,386.129,2,middle,-7.6005,2.5089961794653987e-08
1403,-22.005,784.054,284.505,2,middle,-7.24194,5.7287517114864905e-08
1404,328.648,510.527,276.487,2,middle,-7.76148,1.7318887853396813e-08
1405,48.508,535.344,289.137,2,middle,-7.56577,2.7178782613370433e-08
1406,49.163,894.2,364.463,2,middle,-7.3615,4.350107606306966e-08
1407,189.501,736.74,349.891,2,middle,-7.4367,3.6584742279397117e-08
1408,178.626,614.796,371.088,2,middle,-7.48571,3.268059839190438e-08
1409,553.03,69.298,383.568,2,middle,-7.45034,3.5453572201058004e-08
1410,600.536,755.407,339.656,2,middle,-7.41855,3.814608744451053e-08
1411,358.467,270.097,352.466,2,middle,-7.6726,2.1252009432736282e-08
1412,91.309,562.232,269.905,2,middle,-7.54985,2.8193565343686554e-08
1413,-119.209,379.66,317.245,2,middle,-7.59127,2.5628901974796054e-08
1414,-167.156,254.359,295.912,2,middle,-7.36804,4.285090514376928e-08
1415,576.393,512.595,352.225,2,middle,-7.69356,2.0250698137640717e-08
1416,-100.105,848.237,331.457,2,middle,-7.36428,4.322350689349893e-08
1417,250.003,118.195,354.702,2,middle,-7.44523,3.587319018614721e-08
1418,284.675,742.096,334.618,2,middle,-7.46291,3.4442129870952916e-08
1419,288.478,857.214,385.134,2,middle,-7.46676,3.41381513900777e-08
1420,297.879,898.101,323.802,2,middle,-7.55448,2.789459112721553e-08
1421,-114.23,381.854,291.391,2,middle,-7.49437,3.203538885836313e-08
1422,222.143,743.649,393.489,2,middle,-7.3863,4.1086580701062444e-08
1423,362.691,435.598,343.182,2,middle,-7.80171,1.5786650709136257e-08
1424,-76.048,858.582,350.917,2,middle,-7.14361,7.184391659290042e-08
1425,614.956,272.328,265.855,2,middle,-7.51089,3.083968972442979e-08
1426,371.224,256.98,356.584,2,middle,-7.63581,2.3130765193955356e-08
1427,403.849,65.488,366.127,2,middle,-7.50787,3.1054890338713646e-08
1428,277.286,839.977,392.94,2,middle,-7.52196,3.006353185238264e-08
1429,324.713,613.388,319.862,2,middle,-7.78968,1.6230055315603124e-08
1430,-114.148,383.556,247.612,2,middle,-7.58852,2.5791701865160697e-08
1431,560.293,619.278,373.053,2,middle,-7.54033,2.881840895279615e-08
1432,-88.138,175.353,248.609,2,middle,-7.30792,4.921301810619444e-08
1433,345.898,236.403,374.156,2,middle,-7.58943,2.573771573959641e-08
1434,581.373,137.904,305.879,2,middle,-7.60856,2.4628615578314112e-08
1435,136.247,92.692,298.082,2,middle,-7.2647,5.4362572516840537e-08
1436,267.57,440.133,334.789,2,middle,-7.55302,2.798852424749056e-08
1437,595.86,153.153,363.05,2,middle,-7.42514,3.7571626814970143e-08
1438,325.527,760.581,342.524,2,middle,-7.77619,1.6742102635792497e-08
1439,-170.369,257.572,309.463,2,middle,-7.42802,3.7323296938651536e-08
1440,-146.232,468.263,211.039,2,middle,-7.80477,1.567581032722043e-08
1441,-83.105,190.516,324.488,2,middle,-7.37051,4.2607887264123e-08
1442,171.707,682.67,314.08,2,middle,-7.45694,3.4918855432787785e-08
1443,-147.569,789.969,306.44,2,middle,-7.56815,2.7030246112383422e-08
1444,171.944,484.321,302.004,2,middle,-7.62389,2.3774423793433557e-08
1445,333.552,128.862,342.037,2,middle,-7.55924,2.759052725967474e-08
1446,180.667,791.803,319.701,2,middle,-7.30413,4.964436957060019e-08
1447,425.887,817.588,332.391,2,middle,-7.44961,3.5513215766861505e-08
1448,306.961,259.622,360.151,2,middle,-7.5959,2.5357124326473735e-08
1449,-81.698,58.582,308.0,2,middle,-7.19065,6.446886138515718e-08
1450,-143.418,723.793,255.587,2,middle,-7.44917,3.554921376778441e-08
1451,-127.917,696.485,324.72,2,middle,-7.47752,3.330274254758961e-08
1452,6.364,695.404,339.922,2,middle,-7.324,4.742419852602448e-08
1453,387.598,737.427,351.709,2,middle,-7.65941,2.190735773028748e-08
1454,103.312,87.351,343.48,2,middle,-7.21962,6.030870457934781e-08
1455,628.041,450.2,318.455,2,middle,-7.55288,2.799754813611042e-08
1456,590.049,654.219,368.704,2,middle,-7.59657,2.5318035238781486e-08
1457,-101.779,750.21,282.308,2,middle,-7.38469,4.123917798840571e-08
1458,427.476,339.874,292.331,2,middle,-7.77467,1.680080147301544e-08
1459,-182.536,831.306,293.197,2,middle,-7.53556,2.9136675689125724e-08
1460,589.828,371.652,326.058,2,middle,-7.75059,1.775865212884234e-08
1461,167.686,445.506,340.325,2,middle,-7.54939,2.8223443482501598e-08
1462,317.448,87.183,326.736,2,middle,-7.51259,3.071920697008154e-08
1463,-20.217,287.21,253.491,2,middle,-7.3605,4.360135640003989e-08
1464,-40.991,57.372,306.184,2,middle,-7.17868,6.627046226612712e-08
1465,616.226,763.285,330.586,2,middle,-7.43507,3.67223106356194e-08
1466,-80.647,750.049,334.889,2,middle,-7.49091,3.229163240461239e-08
1467,132.887,371.849,319.729,2,middle,-7.46646,3.416174133636643e-08
1468,569.665,685.081,326.134,2,middle,-7.75028,1.7771332804421473e-08
1469,309.193,441.384,356.8,2,middle,-7.75221,1.7692532416568565e-08
1470,-2.866,620.974,342.347,2,middle,-7.42201,3.784338708548743e-08
1471,415.284,640.923,322.018,2,middle,-7.66935,2.1411643310342316e-08
1472,288.597,320.332,338.918,2,middle,-7.70453,1.9745584770307803e-08
1473,384.493,211.511,372.221,2,middle,-7.71466,1.929034522679269e-08
1474,-0.742,863.174,288.109,2,middle,-7.23763,5.785887699411924e-08
1475,311.225,273.518,350.163,2,middle,-7.64024,2.2896020222568655e-08
1476,626.484,886.742,310.042,2,middle,-7.22586,5.944837666546241e-08
1477,330.736,625.843,350.696,2,middle,-7.80604,1.563003678052465e-08
1478,617.859,633.342,352.127,2,middle,-7.55449,2.7893948837913107e-08
1479,196.535,262.34,293.326,2,middle,-7.50898,3.097561943931172e-08
1480,-51.94,386.587,294.656,2,middle,-7.47398,3.3575307588748365e-08
1481,511.829,602.775,286.852,2,middle,-7.80701,1.5595165932169322e-08
1482,50.714,200.783,317.827,2,middle,-7.24763,5.6541848161357204e-08
1483,-41.001,775.519,288.594,2,middle,-7.39901,3.990157145800019e-08
1484,164.3,495.277,354.291,2,middle,-7.42628,3.7473132613236015e-08
1485,360.255,748.447,406.182,2,middle,-7.51023,3.088659262120265e-08
1486,-24.482,794.902,322.095,2,middle,-7.24547,5.6823764266996303e-08
1487,-175.48,65.4,317.134,2,middle,-7.40231,3.959952713784603e-08
1488,334.977,571.774,333.631,2,middle,-7.77828,1.6661726449861143e-08
1489,614.537,368.595,290.518,2,middle,-7.57765,2.6445391455066266e-08
1490,502.522,907.203,311.818,2,middle,-7.49906,3.1691296013631014e-08
1491,-95.342,52.154,321.21,2,middle,-7.34014,4.569408655387637e-08
1492,-51.599,719.366,299.068,2,middle,-7.31406,4.852214597092421e-08
1493,573.424,197.034,337.102,2,middle,-7.56872,2.6994792901370482e-08
1494,597.062,482.829,357.25,2,middle,-7.69258,2.0296446110684252e-08
1495,-40.642,634.199,323.67,2,middle,-7.31302,4.863848063276111e-08
1496,193.768,62.512,384.394,2,middle,-7.38524,4.1186984850579387e-08
1497,470.165,167.17,350.955,2,middle,-7.46099,3.459473434663742e-08
1498,506.987,353.758,336.662,2,middle,-7.83703,1.4553585445029255e-08
1499,489.652,674.313,357.721,2,middle,-7.67606,2.108336852311199e-08
